year,state,month,trt_month_year,trt_number,trt_region,trt_estacoes
1998,Alagoas,Outubro,Outubro - 1998,1,Nordeste,Primavera
1999,Alagoas,Outubro,Outubro - 1999,1,Nordeste,Primavera
2000,Alagoas,Outubro,Outubro - 2000,1,Nordeste,Primavera
2001,Alagoas,Outubro,Outubro - 2001,1,Nordeste,Primavera
2002,Alagoas,Outubro,Outubro - 2002,1,Nordeste,Primavera
2003,Alagoas,Outubro,Outubro - 2003,1,Nordeste,Primavera
2004,Alagoas,Outubro,Outubro - 2004,1,Nordeste,Primavera
2005,Alagoas,Outubro,Outubro - 2005,1,Nordeste,Primavera
2006,Alagoas,Outubro,Outubro - 2006,1,Nordeste,Primavera
2007,Alagoas,Outubro,Outubro - 2007,1,Nordeste,Primavera
2008,Alagoas,Outubro,Outubro - 2008,1,Nordeste,Primavera
2009,Alagoas,Outubro,Outubro - 2009,1,Nordeste,Primavera
2010,Alagoas,Outubro,Outubro - 2010,1,Nordeste,Primavera
2011,Alagoas,Outubro,Outubro - 2011,1,Nordeste,Primavera
2012,Alagoas,Outubro,Outubro - 2012,1,Nordeste,Primavera
2013,Alagoas,Outubro,Outubro - 2013,1,Nordeste,Primavera
2014,Alagoas,Outubro,Outubro - 2014,1,Nordeste,Primavera
2015,Alagoas,Outubro,Outubro - 2015,1,Nordeste,Primavera
2016,Alagoas,Outubro,Outubro - 2016,1,Nordeste,Primavera
2017,Alagoas,Outubro,Outubro - 2017,1,Nordeste,Primavera
1998,Alagoas,Novembro,Novembro - 1998,1,Nordeste,Primavera
1999,Alagoas,Novembro,Novembro - 1999,1,Nordeste,Primavera
2000,Alagoas,Novembro,Novembro - 2000,1,Nordeste,Primavera
2001,Alagoas,Novembro,Novembro - 2001,1,Nordeste,Primavera
2002,Alagoas,Novembro,Novembro - 2002,1,Nordeste,Primavera
2003,Alagoas,Novembro,Novembro - 2003,1,Nordeste,Primavera
2004,Alagoas,Novembro,Novembro - 2004,1,Nordeste,Primavera
2005,Alagoas,Novembro,Novembro - 2005,1,Nordeste,Primavera
2006,Alagoas,Novembro,Novembro - 2006,1,Nordeste,Primavera
2007,Alagoas,Novembro,Novembro - 2007,1,Nordeste,Primavera
2008,Alagoas,Novembro,Novembro - 2008,1,Nordeste,Primavera
2009,Alagoas,Novembro,Novembro - 2009,1,Nordeste,Primavera
2010,Alagoas,Novembro,Novembro - 2010,1,Nordeste,Primavera
2011,Alagoas,Novembro,Novembro - 2011,1,Nordeste,Primavera
2012,Alagoas,Novembro,Novembro - 2012,1,Nordeste,Primavera
2013,Alagoas,Novembro,Novembro - 2013,1,Nordeste,Primavera
2014,Alagoas,Novembro,Novembro - 2014,1,Nordeste,Primavera
2015,Alagoas,Novembro,Novembro - 2015,1,Nordeste,Primavera
2016,Alagoas,Novembro,Novembro - 2016,1,Nordeste,Primavera
2017,Alagoas,Novembro,Novembro - 2017,1,Nordeste,Primavera
1998,Alagoas,Dezembro,Dezembro - 1998,1,Nordeste,Primavera
1999,Alagoas,Dezembro,Dezembro - 1999,1,Nordeste,Primavera
2000,Alagoas,Dezembro,Dezembro - 2000,1,Nordeste,Primavera
2001,Alagoas,Dezembro,Dezembro - 2001,1,Nordeste,Primavera
2002,Alagoas,Dezembro,Dezembro - 2002,1,Nordeste,Primavera
2003,Alagoas,Dezembro,Dezembro - 2003,1,Nordeste,Primavera
2004,Alagoas,Dezembro,Dezembro - 2004,1,Nordeste,Primavera
2005,Alagoas,Dezembro,Dezembro - 2005,1,Nordeste,Primavera
2006,Alagoas,Dezembro,Dezembro - 2006,1,Nordeste,Primavera
2007,Alagoas,Dezembro,Dezembro - 2007,1,Nordeste,Primavera
2008,Alagoas,Dezembro,Dezembro - 2008,1,Nordeste,Primavera
2009,Alagoas,Dezembro,Dezembro - 2009,1,Nordeste,Primavera
2010,Alagoas,Dezembro,Dezembro - 2010,1,Nordeste,Primavera
2011,Alagoas,Dezembro,Dezembro - 2011,1,Nordeste,Primavera
2012,Alagoas,Dezembro,Dezembro - 2012,1,Nordeste,Primavera
2013,Alagoas,Dezembro,Dezembro - 2013,1,Nordeste,Primavera
2014,Alagoas,Dezembro,Dezembro - 2014,1,Nordeste,Primavera
2015,Alagoas,Dezembro,Dezembro - 2015,1,Nordeste,Primavera
2016,Alagoas,Dezembro,Dezembro - 2016,1,Nordeste,Primavera
1998,Amapa,Janeiro,Janeiro - 1998,0,Norte,Verao
1999,Amapa,Janeiro,Janeiro - 1999,0,Norte,Verao
2000,Amapa,Janeiro,Janeiro - 2000,1,Norte,Verao
2001,Amapa,Janeiro,Janeiro - 2001,0,Norte,Verao
2002,Amapa,Janeiro,Janeiro - 2002,1,Norte,Verao
2003,Amapa,Janeiro,Janeiro - 2003,1,Norte,Verao
2004,Amapa,Janeiro,Janeiro - 2004,1,Norte,Verao
2005,Amapa,Janeiro,Janeiro - 2005,1,Norte,Verao
2006,Amapa,Janeiro,Janeiro - 2006,1,Norte,Verao
2007,Amapa,Janeiro,Janeiro - 2007,0,Norte,Verao
2008,Amapa,Janeiro,Janeiro - 2008,1,Norte,Verao
2009,Amapa,Janeiro,Janeiro - 2009,1,Norte,Verao
2010,Amapa,Janeiro,Janeiro - 2010,1,Norte,Verao
2011,Amapa,Janeiro,Janeiro - 2011,0,Norte,Verao
2012,Amapa,Janeiro,Janeiro - 2012,1,Norte,Verao
2013,Amapa,Janeiro,Janeiro - 2013,1,Norte,Verao
2014,Amapa,Janeiro,Janeiro - 2014,1,Norte,Verao
2015,Amapa,Janeiro,Janeiro - 2015,1,Norte,Verao
2016,Amapa,Janeiro,Janeiro - 2016,1,Norte,Verao
2017,Amapa,Janeiro,Janeiro - 2017,1,Norte,Verao
1998,Amapa,Fevereiro,Fevereiro - 1998,0,Norte,Verao
1999,Amapa,Fevereiro,Fevereiro - 1999,1,Norte,Verao
2000,Amapa,Fevereiro,Fevereiro - 2000,0,Norte,Verao
2001,Amapa,Fevereiro,Fevereiro - 2001,0,Norte,Verao
2002,Amapa,Fevereiro,Fevereiro - 2002,1,Norte,Verao
2003,Amapa,Fevereiro,Fevereiro - 2003,0,Norte,Verao
2004,Amapa,Fevereiro,Fevereiro - 2004,1,Norte,Verao
2005,Amapa,Fevereiro,Fevereiro - 2005,1,Norte,Verao
2006,Amapa,Fevereiro,Fevereiro - 2006,1,Norte,Verao
2007,Amapa,Fevereiro,Fevereiro - 2007,0,Norte,Verao
2008,Amapa,Fevereiro,Fevereiro - 2008,0,Norte,Verao
2009,Amapa,Fevereiro,Fevereiro - 2009,0,Norte,Verao
2010,Amapa,Fevereiro,Fevereiro - 2010,0,Norte,Verao
2011,Amapa,Fevereiro,Fevereiro - 2011,1,Norte,Verao
2012,Amapa,Fevereiro,Fevereiro - 2012,1,Norte,Verao
2013,Amapa,Fevereiro,Fevereiro - 2013,0,Norte,Verao
2014,Amapa,Fevereiro,Fevereiro - 2014,1,Norte,Verao
2015,Amapa,Fevereiro,Fevereiro - 2015,1,Norte,Verao
2016,Amapa,Fevereiro,Fevereiro - 2016,1,Norte,Verao
2017,Amapa,Fevereiro,Fevereiro - 2017,0,Norte,Verao
1998,Amapa,MarÁo,MarÁo - 1998,0,Norte,Outono
1999,Amapa,MarÁo,MarÁo - 1999,1,Norte,Outono
2000,Amapa,MarÁo,MarÁo - 2000,0,Norte,Outono
2001,Amapa,MarÁo,MarÁo - 2001,0,Norte,Outono
2002,Amapa,MarÁo,MarÁo - 2002,0,Norte,Outono
2003,Amapa,MarÁo,MarÁo - 2003,1,Norte,Outono
2004,Amapa,MarÁo,MarÁo - 2004,0,Norte,Outono
2005,Amapa,MarÁo,MarÁo - 2005,0,Norte,Outono
2006,Amapa,MarÁo,MarÁo - 2006,0,Norte,Outono
2007,Amapa,MarÁo,MarÁo - 2007,0,Norte,Outono
2008,Amapa,MarÁo,MarÁo - 2008,1,Norte,Outono
2009,Amapa,MarÁo,MarÁo - 2009,1,Norte,Outono
2010,Amapa,MarÁo,MarÁo - 2010,1,Norte,Outono
2011,Amapa,MarÁo,MarÁo - 2011,0,Norte,Outono
2012,Amapa,MarÁo,MarÁo - 2012,1,Norte,Outono
2013,Amapa,MarÁo,MarÁo - 2013,0,Norte,Outono
2014,Amapa,MarÁo,MarÁo - 2014,1,Norte,Outono
2015,Amapa,MarÁo,MarÁo - 2015,1,Norte,Outono
2016,Amapa,MarÁo,MarÁo - 2016,1,Norte,Outono
2017,Amapa,MarÁo,MarÁo - 2017,0,Norte,Outono
1998,Amapa,Abril,Abril - 1998,0,Norte,Outono
1999,Amapa,Abril,Abril - 1999,0,Norte,Outono
2000,Amapa,Abril,Abril - 2000,0,Norte,Outono
2001,Amapa,Abril,Abril - 2001,0,Norte,Outono
2002,Amapa,Abril,Abril - 2002,0,Norte,Outono
2003,Amapa,Abril,Abril - 2003,1,Norte,Outono
2004,Amapa,Abril,Abril - 2004,0,Norte,Outono
2005,Amapa,Abril,Abril - 2005,0,Norte,Outono
2006,Amapa,Abril,Abril - 2006,0,Norte,Outono
2007,Amapa,Abril,Abril - 2007,0,Norte,Outono
2008,Amapa,Abril,Abril - 2008,1,Norte,Outono
2009,Amapa,Abril,Abril - 2009,0,Norte,Outono
2010,Amapa,Abril,Abril - 2010,1,Norte,Outono
2011,Amapa,Abril,Abril - 2011,0,Norte,Outono
2012,Amapa,Abril,Abril - 2012,1,Norte,Outono
2013,Amapa,Abril,Abril - 2013,1,Norte,Outono
2014,Amapa,Abril,Abril - 2014,0,Norte,Outono
2015,Amapa,Abril,Abril - 2015,0,Norte,Outono
2016,Amapa,Abril,Abril - 2016,0,Norte,Outono
2017,Amapa,Abril,Abril - 2017,1,Norte,Outono
1998,Amapa,Maio,Maio - 1998,0,Norte,Outono
1999,Amapa,Maio,Maio - 1999,0,Norte,Outono
2000,Amapa,Maio,Maio - 2000,0,Norte,Outono
2001,Amapa,Maio,Maio - 2001,0,Norte,Outono
2002,Amapa,Maio,Maio - 2002,1,Norte,Outono
2003,Amapa,Maio,Maio - 2003,0,Norte,Outono
2004,Amapa,Maio,Maio - 2004,0,Norte,Outono
2005,Amapa,Maio,Maio - 2005,0,Norte,Outono
2006,Amapa,Maio,Maio - 2006,0,Norte,Outono
2007,Amapa,Maio,Maio - 2007,0,Norte,Outono
2008,Amapa,Maio,Maio - 2008,0,Norte,Outono
2009,Amapa,Maio,Maio - 2009,1,Norte,Outono
2010,Amapa,Maio,Maio - 2010,1,Norte,Outono
2011,Amapa,Maio,Maio - 2011,1,Norte,Outono
2012,Amapa,Maio,Maio - 2012,1,Norte,Outono
2013,Amapa,Maio,Maio - 2013,0,Norte,Outono
2014,Amapa,Maio,Maio - 2014,0,Norte,Outono
2015,Amapa,Maio,Maio - 2015,0,Norte,Outono
2016,Amapa,Maio,Maio - 2016,1,Norte,Outono
2017,Amapa,Maio,Maio - 2017,1,Norte,Outono
1998,Amapa,Junho,Junho - 1998,0,Norte,Outono
1999,Amapa,Junho,Junho - 1999,1,Norte,Outono
2000,Amapa,Junho,Junho - 2000,0,Norte,Outono
2001,Amapa,Junho,Junho - 2001,0,Norte,Outono
2002,Amapa,Junho,Junho - 2002,0,Norte,Outono
2003,Amapa,Junho,Junho - 2003,0,Norte,Outono
2004,Amapa,Junho,Junho - 2004,1,Norte,Outono
2005,Amapa,Junho,Junho - 2005,1,Norte,Outono
2006,Amapa,Junho,Junho - 2006,0,Norte,Outono
2007,Amapa,Junho,Junho - 2007,0,Norte,Outono
2008,Amapa,Junho,Junho - 2008,0,Norte,Outono
2009,Amapa,Junho,Junho - 2009,1,Norte,Outono
2010,Amapa,Junho,Junho - 2010,0,Norte,Outono
2011,Amapa,Junho,Junho - 2011,0,Norte,Outono
2012,Amapa,Junho,Junho - 2012,1,Norte,Outono
2013,Amapa,Junho,Junho - 2013,1,Norte,Outono
2014,Amapa,Junho,Junho - 2014,0,Norte,Outono
2015,Amapa,Junho,Junho - 2015,1,Norte,Outono
2016,Amapa,Junho,Junho - 2016,1,Norte,Outono
2017,Amapa,Junho,Junho - 2017,1,Norte,Outono
1998,Amapa,Julho,Julho - 1998,0,Norte,Inverno
1999,Amapa,Julho,Julho - 1999,0,Norte,Inverno
2000,Amapa,Julho,Julho - 2000,0,Norte,Inverno
2001,Amapa,Julho,Julho - 2001,1,Norte,Inverno
2002,Amapa,Julho,Julho - 2002,1,Norte,Inverno
2003,Amapa,Julho,Julho - 2003,0,Norte,Inverno
2004,Amapa,Julho,Julho - 2004,1,Norte,Inverno
2005,Amapa,Julho,Julho - 2005,0,Norte,Inverno
2006,Amapa,Julho,Julho - 2006,0,Norte,Inverno
2007,Amapa,Julho,Julho - 2007,0,Norte,Inverno
2008,Amapa,Julho,Julho - 2008,0,Norte,Inverno
2009,Amapa,Julho,Julho - 2009,1,Norte,Inverno
2010,Amapa,Julho,Julho - 2010,1,Norte,Inverno
2011,Amapa,Julho,Julho - 2011,1,Norte,Inverno
2012,Amapa,Julho,Julho - 2012,1,Norte,Inverno
2013,Amapa,Julho,Julho - 2013,1,Norte,Inverno
2014,Amapa,Julho,Julho - 2014,1,Norte,Inverno
2015,Amapa,Julho,Julho - 2015,1,Norte,Inverno
2016,Amapa,Julho,Julho - 2016,1,Norte,Inverno
2017,Amapa,Julho,Julho - 2017,1,Norte,Inverno
1998,Amapa,Agosto,Agosto - 1998,1,Norte,Inverno
1999,Amapa,Agosto,Agosto - 1999,0,Norte,Inverno
2000,Amapa,Agosto,Agosto - 2000,1,Norte,Inverno
2001,Amapa,Agosto,Agosto - 2001,1,Norte,Inverno
2002,Amapa,Agosto,Agosto - 2002,1,Norte,Inverno
2003,Amapa,Agosto,Agosto - 2003,1,Norte,Inverno
2004,Amapa,Agosto,Agosto - 2004,1,Norte,Inverno
2005,Amapa,Agosto,Agosto - 2005,1,Norte,Inverno
2006,Amapa,Agosto,Agosto - 2006,1,Norte,Inverno
2007,Amapa,Agosto,Agosto - 2007,1,Norte,Inverno
2008,Amapa,Agosto,Agosto - 2008,1,Norte,Inverno
2009,Amapa,Agosto,Agosto - 2009,1,Norte,Inverno
2010,Amapa,Agosto,Agosto - 2010,1,Norte,Inverno
2011,Amapa,Agosto,Agosto - 2011,1,Norte,Inverno
2012,Amapa,Agosto,Agosto - 2012,1,Norte,Inverno
2013,Amapa,Agosto,Agosto - 2013,1,Norte,Inverno
2014,Amapa,Agosto,Agosto - 2014,1,Norte,Inverno
2015,Amapa,Agosto,Agosto - 2015,1,Norte,Inverno
2016,Amapa,Agosto,Agosto - 2016,1,Norte,Inverno
2017,Amapa,Agosto,Agosto - 2017,1,Norte,Inverno
1998,Amapa,Setembro,Setembro - 1998,1,Norte,Inverno
1999,Amapa,Setembro,Setembro - 1999,1,Norte,Inverno
2000,Amapa,Setembro,Setembro - 2000,1,Norte,Inverno
2001,Amapa,Setembro,Setembro - 2001,1,Norte,Inverno
2002,Amapa,Setembro,Setembro - 2002,1,Norte,Inverno
2003,Amapa,Setembro,Setembro - 2003,1,Norte,Inverno
2004,Amapa,Setembro,Setembro - 2004,1,Norte,Inverno
2005,Amapa,Setembro,Setembro - 2005,1,Norte,Inverno
2006,Amapa,Setembro,Setembro - 2006,1,Norte,Inverno
2007,Amapa,Setembro,Setembro - 2007,1,Norte,Inverno
2008,Amapa,Setembro,Setembro - 2008,1,Norte,Inverno
2009,Amapa,Setembro,Setembro - 2009,1,Norte,Inverno
2010,Amapa,Setembro,Setembro - 2010,1,Norte,Inverno
2011,Amapa,Setembro,Setembro - 2011,1,Norte,Inverno
2012,Amapa,Setembro,Setembro - 2012,1,Norte,Inverno
2013,Amapa,Setembro,Setembro - 2013,1,Norte,Inverno
2014,Amapa,Setembro,Setembro - 2014,1,Norte,Inverno
2015,Amapa,Setembro,Setembro - 2015,1,Norte,Inverno
2016,Amapa,Setembro,Setembro - 2016,1,Norte,Inverno
2017,Amapa,Setembro,Setembro - 2017,1,Norte,Inverno
1998,Amapa,Outubro,Outubro - 1998,1,Norte,Primavera
1999,Amapa,Outubro,Outubro - 1999,1,Norte,Primavera
2000,Amapa,Outubro,Outubro - 2000,1,Norte,Primavera
2001,Amapa,Outubro,Outubro - 2001,1,Norte,Primavera
2002,Amapa,Outubro,Outubro - 2002,1,Norte,Primavera
2003,Amapa,Outubro,Outubro - 2003,1,Norte,Primavera
2004,Amapa,Outubro,Outubro - 2004,1,Norte,Primavera
2005,Amapa,Outubro,Outubro - 2005,1,Norte,Primavera
2006,Amapa,Outubro,Outubro - 2006,1,Norte,Primavera
2007,Amapa,Outubro,Outubro - 2007,1,Norte,Primavera
2008,Amapa,Outubro,Outubro - 2008,1,Norte,Primavera
2009,Amapa,Outubro,Outubro - 2009,1,Norte,Primavera
2010,Amapa,Outubro,Outubro - 2010,1,Norte,Primavera
2011,Amapa,Outubro,Outubro - 2011,1,Norte,Primavera
2012,Amapa,Outubro,Outubro - 2012,1,Norte,Primavera
2013,Amapa,Outubro,Outubro - 2013,1,Norte,Primavera
2014,Amapa,Outubro,Outubro - 2014,1,Norte,Primavera
2015,Amapa,Outubro,Outubro - 2015,1,Norte,Primavera
2016,Amapa,Outubro,Outubro - 2016,1,Norte,Primavera
2017,Amapa,Outubro,Outubro - 2017,1,Norte,Primavera
1998,Amapa,Novembro,Novembro - 1998,1,Norte,Primavera
1999,Amapa,Novembro,Novembro - 1999,1,Norte,Primavera
2000,Amapa,Novembro,Novembro - 2000,1,Norte,Primavera
2001,Amapa,Novembro,Novembro - 2001,1,Norte,Primavera
2002,Amapa,Novembro,Novembro - 2002,1,Norte,Primavera
2003,Amapa,Novembro,Novembro - 2003,1,Norte,Primavera
2004,Amapa,Novembro,Novembro - 2004,1,Norte,Primavera
2005,Amapa,Novembro,Novembro - 2005,1,Norte,Primavera
2006,Amapa,Novembro,Novembro - 2006,1,Norte,Primavera
2007,Amapa,Novembro,Novembro - 2007,1,Norte,Primavera
2008,Amapa,Novembro,Novembro - 2008,1,Norte,Primavera
2009,Amapa,Novembro,Novembro - 2009,1,Norte,Primavera
2010,Amapa,Novembro,Novembro - 2010,1,Norte,Primavera
2011,Amapa,Novembro,Novembro - 2011,1,Norte,Primavera
2012,Amapa,Novembro,Novembro - 2012,1,Norte,Primavera
2013,Amapa,Novembro,Novembro - 2013,1,Norte,Primavera
2014,Amapa,Novembro,Novembro - 2014,1,Norte,Primavera
2015,Amapa,Novembro,Novembro - 2015,1,Norte,Primavera
2016,Amapa,Novembro,Novembro - 2016,1,Norte,Primavera
2017,Amapa,Novembro,Novembro - 2017,1,Norte,Primavera
1998,Amapa,Dezembro,Dezembro - 1998,1,Norte,Primavera
1999,Amapa,Dezembro,Dezembro - 1999,1,Norte,Primavera
2000,Amapa,Dezembro,Dezembro - 2000,1,Norte,Primavera
2001,Amapa,Dezembro,Dezembro - 2001,1,Norte,Primavera
2002,Amapa,Dezembro,Dezembro - 2002,1,Norte,Primavera
2003,Amapa,Dezembro,Dezembro - 2003,1,Norte,Primavera
2004,Amapa,Dezembro,Dezembro - 2004,1,Norte,Primavera
2005,Amapa,Dezembro,Dezembro - 2005,1,Norte,Primavera
2006,Amapa,Dezembro,Dezembro - 2006,1,Norte,Primavera
2007,Amapa,Dezembro,Dezembro - 2007,1,Norte,Primavera
2008,Amapa,Dezembro,Dezembro - 2008,1,Norte,Primavera
2009,Amapa,Dezembro,Dezembro - 2009,1,Norte,Primavera
2010,Amapa,Dezembro,Dezembro - 2010,1,Norte,Primavera
2011,Amapa,Dezembro,Dezembro - 2011,1,Norte,Primavera
2012,Amapa,Dezembro,Dezembro - 2012,1,Norte,Primavera
2013,Amapa,Dezembro,Dezembro - 2013,1,Norte,Primavera
2014,Amapa,Dezembro,Dezembro - 2014,1,Norte,Primavera
2015,Amapa,Dezembro,Dezembro - 2015,1,Norte,Primavera
2016,Amapa,Dezembro,Dezembro - 2016,1,Norte,Primavera
1998,Amazonas,Janeiro,Janeiro - 1998,0,Norte,Verao
1999,Amazonas,Janeiro,Janeiro - 1999,1,Norte,Verao
2000,Amazonas,Janeiro,Janeiro - 2000,1,Norte,Verao
2001,Amazonas,Janeiro,Janeiro - 2001,1,Norte,Verao
2002,Amazonas,Janeiro,Janeiro - 2002,1,Norte,Verao
2003,Amazonas,Janeiro,Janeiro - 2003,1,Norte,Verao
2004,Amazonas,Janeiro,Janeiro - 2004,1,Norte,Verao
2005,Amazonas,Janeiro,Janeiro - 2005,1,Norte,Verao
2006,Amazonas,Janeiro,Janeiro - 2006,1,Norte,Verao
2007,Amazonas,Janeiro,Janeiro - 2007,1,Norte,Verao
2008,Amazonas,Janeiro,Janeiro - 2008,1,Norte,Verao
2009,Amazonas,Janeiro,Janeiro - 2009,1,Norte,Verao
2010,Amazonas,Janeiro,Janeiro - 2010,1,Norte,Verao
2011,Amazonas,Janeiro,Janeiro - 2011,1,Norte,Verao
2012,Amazonas,Janeiro,Janeiro - 2012,1,Norte,Verao
2013,Amazonas,Janeiro,Janeiro - 2013,1,Norte,Verao
2014,Amazonas,Janeiro,Janeiro - 2014,1,Norte,Verao
2015,Amazonas,Janeiro,Janeiro - 2015,1,Norte,Verao
2016,Amazonas,Janeiro,Janeiro - 2016,1,Norte,Verao
2017,Amazonas,Janeiro,Janeiro - 2017,1,Norte,Verao
1998,Amazonas,Fevereiro,Fevereiro - 1998,0,Norte,Verao
1999,Amazonas,Fevereiro,Fevereiro - 1999,1,Norte,Verao
2000,Amazonas,Fevereiro,Fevereiro - 2000,1,Norte,Verao
2001,Amazonas,Fevereiro,Fevereiro - 2001,1,Norte,Verao
2002,Amazonas,Fevereiro,Fevereiro - 2002,1,Norte,Verao
2003,Amazonas,Fevereiro,Fevereiro - 2003,1,Norte,Verao
2004,Amazonas,Fevereiro,Fevereiro - 2004,1,Norte,Verao
2005,Amazonas,Fevereiro,Fevereiro - 2005,1,Norte,Verao
2006,Amazonas,Fevereiro,Fevereiro - 2006,1,Norte,Verao
2007,Amazonas,Fevereiro,Fevereiro - 2007,1,Norte,Verao
2008,Amazonas,Fevereiro,Fevereiro - 2008,1,Norte,Verao
2009,Amazonas,Fevereiro,Fevereiro - 2009,1,Norte,Verao
2010,Amazonas,Fevereiro,Fevereiro - 2010,1,Norte,Verao
2011,Amazonas,Fevereiro,Fevereiro - 2011,1,Norte,Verao
2012,Amazonas,Fevereiro,Fevereiro - 2012,1,Norte,Verao
2013,Amazonas,Fevereiro,Fevereiro - 2013,1,Norte,Verao
2014,Amazonas,Fevereiro,Fevereiro - 2014,1,Norte,Verao
2015,Amazonas,Fevereiro,Fevereiro - 2015,1,Norte,Verao
2016,Amazonas,Fevereiro,Fevereiro - 2016,1,Norte,Verao
2017,Amazonas,Fevereiro,Fevereiro - 2017,1,Norte,Verao
1998,Amazonas,MarÁo,MarÁo - 1998,0,Norte,Outono
1999,Amazonas,MarÁo,MarÁo - 1999,1,Norte,Outono
2000,Amazonas,MarÁo,MarÁo - 2000,1,Norte,Outono
2001,Amazonas,MarÁo,MarÁo - 2001,1,Norte,Outono
2002,Amazonas,MarÁo,MarÁo - 2002,1,Norte,Outono
2003,Amazonas,MarÁo,MarÁo - 2003,1,Norte,Outono
2004,Amazonas,MarÁo,MarÁo - 2004,1,Norte,Outono
2005,Amazonas,MarÁo,MarÁo - 2005,1,Norte,Outono
2006,Amazonas,MarÁo,MarÁo - 2006,1,Norte,Outono
2007,Amazonas,MarÁo,MarÁo - 2007,1,Norte,Outono
2008,Amazonas,MarÁo,MarÁo - 2008,1,Norte,Outono
2009,Amazonas,MarÁo,MarÁo - 2009,1,Norte,Outono
2010,Amazonas,MarÁo,MarÁo - 2010,1,Norte,Outono
2011,Amazonas,MarÁo,MarÁo - 2011,1,Norte,Outono
2012,Amazonas,MarÁo,MarÁo - 2012,1,Norte,Outono
2013,Amazonas,MarÁo,MarÁo - 2013,1,Norte,Outono
2014,Amazonas,MarÁo,MarÁo - 2014,1,Norte,Outono
2015,Amazonas,MarÁo,MarÁo - 2015,1,Norte,Outono
2016,Amazonas,MarÁo,MarÁo - 2016,1,Norte,Outono
2017,Amazonas,MarÁo,MarÁo - 2017,1,Norte,Outono
1998,Amazonas,Abril,Abril - 1998,0,Norte,Outono
1999,Amazonas,Abril,Abril - 1999,1,Norte,Outono
2000,Amazonas,Abril,Abril - 2000,1,Norte,Outono
2001,Amazonas,Abril,Abril - 2001,1,Norte,Outono
2002,Amazonas,Abril,Abril - 2002,1,Norte,Outono
2003,Amazonas,Abril,Abril - 2003,1,Norte,Outono
2004,Amazonas,Abril,Abril - 2004,1,Norte,Outono
2005,Amazonas,Abril,Abril - 2005,1,Norte,Outono
2006,Amazonas,Abril,Abril - 2006,1,Norte,Outono
2007,Amazonas,Abril,Abril - 2007,0,Norte,Outono
2008,Amazonas,Abril,Abril - 2008,1,Norte,Outono
2009,Amazonas,Abril,Abril - 2009,1,Norte,Outono
2010,Amazonas,Abril,Abril - 2010,1,Norte,Outono
2011,Amazonas,Abril,Abril - 2011,1,Norte,Outono
2012,Amazonas,Abril,Abril - 2012,1,Norte,Outono
2013,Amazonas,Abril,Abril - 2013,1,Norte,Outono
2014,Amazonas,Abril,Abril - 2014,1,Norte,Outono
2015,Amazonas,Abril,Abril - 2015,1,Norte,Outono
2016,Amazonas,Abril,Abril - 2016,1,Norte,Outono
2017,Amazonas,Abril,Abril - 2017,1,Norte,Outono
1998,Amazonas,Maio,Maio - 1998,0,Norte,Outono
1999,Amazonas,Maio,Maio - 1999,0,Norte,Outono
2000,Amazonas,Maio,Maio - 2000,1,Norte,Outono
2001,Amazonas,Maio,Maio - 2001,0,Norte,Outono
2002,Amazonas,Maio,Maio - 2002,1,Norte,Outono
2003,Amazonas,Maio,Maio - 2003,1,Norte,Outono
2004,Amazonas,Maio,Maio - 2004,0,Norte,Outono
2005,Amazonas,Maio,Maio - 2005,1,Norte,Outono
2006,Amazonas,Maio,Maio - 2006,1,Norte,Outono
2007,Amazonas,Maio,Maio - 2007,0,Norte,Outono
2008,Amazonas,Maio,Maio - 2008,1,Norte,Outono
2009,Amazonas,Maio,Maio - 2009,1,Norte,Outono
2010,Amazonas,Maio,Maio - 2010,1,Norte,Outono
2011,Amazonas,Maio,Maio - 2011,1,Norte,Outono
2012,Amazonas,Maio,Maio - 2012,1,Norte,Outono
2013,Amazonas,Maio,Maio - 2013,1,Norte,Outono
2014,Amazonas,Maio,Maio - 2014,1,Norte,Outono
2015,Amazonas,Maio,Maio - 2015,1,Norte,Outono
2016,Amazonas,Maio,Maio - 2016,1,Norte,Outono
2017,Amazonas,Maio,Maio - 2017,1,Norte,Outono
1998,Amazonas,Junho,Junho - 1998,1,Norte,Outono
1999,Amazonas,Junho,Junho - 1999,1,Norte,Outono
2000,Amazonas,Junho,Junho - 2000,1,Norte,Outono
2001,Amazonas,Junho,Junho - 2001,1,Norte,Outono
2002,Amazonas,Junho,Junho - 2002,1,Norte,Outono
2003,Amazonas,Junho,Junho - 2003,1,Norte,Outono
2004,Amazonas,Junho,Junho - 2004,1,Norte,Outono
2005,Amazonas,Junho,Junho - 2005,1,Norte,Outono
2006,Amazonas,Junho,Junho - 2006,1,Norte,Outono
2007,Amazonas,Junho,Junho - 2007,1,Norte,Outono
2008,Amazonas,Junho,Junho - 2008,1,Norte,Outono
2009,Amazonas,Junho,Junho - 2009,1,Norte,Outono
2010,Amazonas,Junho,Junho - 2010,1,Norte,Outono
2011,Amazonas,Junho,Junho - 2011,1,Norte,Outono
2012,Amazonas,Junho,Junho - 2012,1,Norte,Outono
2013,Amazonas,Junho,Junho - 2013,1,Norte,Outono
2014,Amazonas,Junho,Junho - 2014,1,Norte,Outono
2015,Amazonas,Junho,Junho - 2015,1,Norte,Outono
2016,Amazonas,Junho,Junho - 2016,1,Norte,Outono
2017,Amazonas,Junho,Junho - 2017,1,Norte,Outono
